epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,46.2021,1.32486,2.0039,0.85003,0.00762,1,0.62187,0.38556,1.15233,3.53304,0.82543,0.038875,0.00487502,0.00487502
68,46.8465,1.21171,1.94504,1.02258,0.00762,1,0.62187,0.38556,1.15233,3.53304,0.82543,0.0379224,0.00492236,0.00492236
69,47.4777,1.2077,2.35842,0.88462,0.00762,1,0.62187,0.38556,1.15233,3.53304,0.82543,0.0369689,0.0049689,0.0049689
70,48.1194,1.66842,1.83067,1.25191,0.00762,1,0.62187,0.38556,1.15233,3.53304,0.82543,0.0360146,0.00501464,0.00501464
71,48.8008,1.86611,2.60496,1.2726,0.00754,1,0.995,0.597,1.29781,3.19458,0.79688,0.0350596,0.0050596,0.0050596
72,49.5017,0.65973,2.32748,0.81905,0.00754,1,0.995,0.597,1.29781,3.19458,0.79688,0.0341038,0.00510376,0.00510376
73,50.6367,1.86976,2.59634,1.01387,0.00754,1,0.995,0.597,1.29781,3.19458,0.79688,0.0331471,0.00514714,0.00514714
74,51.4126,1.49347,3.62723,0.99465,0.00754,1,0.995,0.597,1.29781,3.19458,0.79688,0.0321897,0.00518972,0.00518972
75,52.1928,1.41232,3.63907,1.02516,0.00754,1,0.995,0.597,1.29781,3.19458,0.79688,0.0312315,0.0052315,0.0052315
76,52.8958,2.20079,2.18901,1.0085,0.00754,1,0.995,0.597,1.29781,3.19458,0.79688,0.0302725,0.0052725,0.0052725
77,53.7095,2.38444,3.60033,1.12667,0.00743,1,0.66333,0.41652,1.29749,3.23254,0.78468,0.0293127,0.0053127,0.0053127
78,54.3767,1.95181,1.92496,0.96529,0.00743,1,0.66333,0.41652,1.29749,3.23254,0.78468,0.0283521,0.00535212,0.00535212
79,55.0717,1.36256,1.15934,0.96747,0.00743,1,0.66333,0.41652,1.29749,3.23254,0.78468,0.0273907,0.00539074,0.00539074
80,55.7334,1.74478,2.22336,0.94284,0.00743,1,0.66333,0.41652,1.29749,3.23254,0.78468,0.0264286,0.00542856,0.00542856
81,56.5405,1.05576,2.47754,1.17462,0.00743,1,0.66333,0.41652,1.29749,3.23254,0.78468,0.0254656,0.0054656,0.0054656
82,57.1854,1.67016,2.23149,1.26136,0.00743,1,0.66333,0.41652,1.29749,3.23254,0.78468,0.0245018,0.00550184,0.00550184
83,57.896,2.22881,2.51391,1.07877,0.00743,1,0.66333,0.41652,1.29749,3.23254,0.78468,0.0235373,0.0055373,0.0055373
84,58.6225,1.60217,2.07294,1.18058,0.80092,0.5,0.995,0.6965,1.29179,2.5518,0.76001,0.022572,0.00557196,0.00557196
85,59.3225,1.92369,1.99564,0.7862,0.80092,0.5,0.995,0.6965,1.29179,2.5518,0.76001,0.0216058,0.00560582,0.00560582
86,60.0085,1.26595,2.21329,0.79423,0.80092,0.5,0.995,0.6965,1.29179,2.5518,0.76001,0.0206389,0.0056389,0.0056389
87,60.6682,1.21506,2.78116,0.77022,0.80092,0.5,0.995,0.6965,1.29179,2.5518,0.76001,0.0196712,0.00567118,0.00567118
88,61.3353,2.15569,2.25055,0.91513,0.80092,0.5,0.995,0.6965,1.29179,2.5518,0.76001,0.0187027,0.00570268,0.00570268
89,61.9918,1.23166,2.02121,1.00164,0.80092,0.5,0.995,0.6965,1.29179,2.5518,0.76001,0.0177334,0.00573338,0.00573338
90,62.6866,1.28744,1.73382,0.93923,0.80092,0.5,0.995,0.6965,1.29179,2.5518,0.76001,0.0167633,0.00576328,0.00576328
91,63.4581,1.19831,1.83086,0.89734,0.00691,1,0.74625,0.52294,1.29421,3.47576,0.8652,0.0157924,0.0057924,0.0057924
92,64.1057,1.59586,1.72797,0.97536,0.00691,1,0.74625,0.52294,1.29421,3.47576,0.8652,0.0148207,0.00582072,0.00582072
93,64.7634,1.71489,2.88059,1.12439,0.00691,1,0.74625,0.52294,1.29421,3.47576,0.8652,0.0138483,0.00584826,0.00584826
94,65.5179,1.79883,2.89585,0.92616,0.00691,1,0.74625,0.52294,1.29421,3.47576,0.8652,0.012875,0.005875,0.005875
95,66.165,1.83277,2.4771,1.1459,0.00691,1,0.74625,0.52294,1.29421,3.47576,0.8652,0.0119009,0.00590094,0.00590094
96,66.8587,0.9398,1.93813,0.8541,0.00691,1,0.74625,0.52294,1.29421,3.47576,0.8652,0.0109261,0.0059261,0.0059261
97,67.5607,1.85854,2.26303,0.82906,0.00691,1,0.74625,0.52294,1.29421,3.47576,0.8652,0.00995046,0.00595046,0.00595046
98,68.2135,1.48033,2.11235,1.17407,0.00691,1,0.74625,0.52294,1.29421,3.47576,0.8652,0.00897404,0.00597404,0.00597404
99,68.9321,1.01932,2.27474,0.85269,0.61808,1,0.995,0.57212,1.17589,1.95752,0.79219,0.00799682,0.00599682,0.00599682
100,69.6232,1.53848,1.57838,0.90498,0.61808,1,0.995,0.57212,1.17589,1.95752,0.79219,0.0070188,0.0060188,0.0060188
101,70.3486,2.33893,1.8503,0.94533,0.61808,1,0.995,0.57212,1.17589,1.95752,0.79219,0.00604,0.00604,0.00604
102,71.0999,1.75572,1.7308,1.30034,0.61808,1,0.995,0.57212,1.17589,1.95752,0.79219,0.0060004,0.0060004,0.0060004
103,71.8226,1.49774,2.6646,1.08669,0.61808,1,0.995,0.57212,1.17589,1.95752,0.79219,0.0059608,0.0059608,0.0059608
104,72.5168,1.9734,2.67116,1.05642,0.61808,1,0.995,0.57212,1.17589,1.95752,0.79219,0.0059212,0.0059212,0.0059212
105,73.233,2.43819,2.566,0.93066,0.61808,1,0.995,0.57212,1.17589,1.95752,0.79219,0.0058816,0.0058816,0.0058816
106,74.0232,2.28247,1.94528,1.24454,0.61808,1,0.995,0.57212,1.17589,1.95752,0.79219,0.005842,0.005842,0.005842
107,74.8256,1.2607,2.02758,1.03518,0.6675,1,0.995,0.62187,1.15506,2.3879,0.79194,0.0058024,0.0058024,0.0058024
108,75.6143,2.47511,1.73912,1.12425,0.6675,1,0.995,0.62187,1.15506,2.3879,0.79194,0.0057628,0.0057628,0.0057628
109,76.2628,0.99435,2.22513,0.98311,0.6675,1,0.995,0.62187,1.15506,2.3879,0.79194,0.0057232,0.0057232,0.0057232
110,76.9014,1.13261,2.29458,1.11247,0.6675,1,0.995,0.62187,1.15506,2.3879,0.79194,0.0056836,0.0056836,0.0056836
