epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,56.1588,1.85343,4.17609,0.95737,0,0,0,0,1.66072,4.36747,1.09913,0.0781719,0.0021719,0.0021719
26,57.5644,1.8164,4.55625,1.18801,0,0,0,0,1.66072,4.36747,1.09913,0.0772525,0.0022525,0.0022525
27,58.7687,1.75727,4.11959,1.05243,0,0,0,0,1.66072,4.36747,1.09913,0.0763323,0.0023323,0.0023323
28,60.2029,3.00663,4.60703,1.24331,0,0,0,0,1.62362,4.36145,1.09263,0.0754113,0.00241132,0.00241132
29,61.4176,1.69192,4.12687,1.04472,0,0,0,0,1.62362,4.36145,1.09263,0.0744895,0.00248954,0.00248954
30,62.6615,2.41057,4.7879,1.24318,0,0,0,0,1.62362,4.36145,1.09263,0.073567,0.00256696,0.00256696
31,63.9671,1.32587,3.84023,0.91955,0.00316,0.33333,0.00348,0.00105,1.48465,4.29318,1.04172,0.0726436,0.0026436,0.0026436
32,65.2036,2.7085,3.81667,1.18198,0.00316,0.33333,0.00348,0.00105,1.48465,4.29318,1.04172,0.0717194,0.00271944,0.00271944
33,66.5746,1.67638,3.86676,1.00463,0.00316,0.33333,0.00348,0.00105,1.48465,4.29318,1.04172,0.0707945,0.0027945,0.0027945
34,67.8484,2.13848,3.68476,1.08301,0.00322,0.33333,0.0055,0.00234,1.48148,4.23736,1.00174,0.0698688,0.00286876,0.00286876
35,69.1459,1.97057,3.4812,1.11953,0.00322,0.33333,0.0055,0.00234,1.48148,4.23736,1.00174,0.0689422,0.00294222,0.00294222
36,70.3587,1.50377,3.40011,0.97135,0.00322,0.33333,0.0055,0.00234,1.48148,4.23736,1.00174,0.0680149,0.0030149,0.0030149
37,71.6587,1.78427,3.52691,1.16182,0.00322,0.33333,0.0055,0.00234,1.48148,4.23736,1.00174,0.0670868,0.00308678,0.00308678
38,72.9075,1.90023,3.74614,1.14631,0.00328,0.33333,0.00559,0.00352,1.65749,3.97321,1.06483,0.0661579,0.00315788,0.00315788
39,74.1537,1.80629,3.01552,1.04955,0.00328,0.33333,0.00559,0.00352,1.65749,3.97321,1.06483,0.0652282,0.00322818,0.00322818
40,75.3512,1.39731,2.90037,0.98263,0.00328,0.33333,0.00559,0.00352,1.65749,3.97321,1.06483,0.0642977,0.00329768,0.00329768
41,76.6413,1.66007,3.2338,1.07031,0.00328,0.33333,0.00559,0.00352,1.65749,3.97321,1.06483,0.0633664,0.0033664,0.0033664
42,77.8563,1.57807,3.34688,1.04079,0.00503,0.5,0.00969,0.00653,1.50245,3.74062,0.97473,0.0624343,0.00343432,0.00343432
43,79.2653,1.30282,2.9082,1.00476,0.00503,0.5,0.00969,0.00653,1.50245,3.74062,0.97473,0.0615015,0.00350146,0.00350146
44,80.543,0,17.6416,0,0.00503,0.5,0.00969,0.00653,1.50245,3.74062,0.97473,0.0605678,0.0035678,0.0035678
45,81.8373,1.54897,2.10267,1.0289,0.00503,0.5,0.00969,0.00653,1.50245,3.74062,0.97473,0.0596333,0.00363334,0.00363334
46,83.1683,1.4012,2.94784,1.00949,0.00512,0.5,0.02088,0.0123,1.50791,3.77681,0.96324,0.0586981,0.0036981,0.0036981
47,84.4213,1.15193,2.19777,0.77894,0.00512,0.5,0.02088,0.0123,1.50791,3.77681,0.96324,0.0577621,0.00376206,0.00376206
48,85.6462,2.30109,2.6667,0.9914,0.00512,0.5,0.02088,0.0123,1.50791,3.77681,0.96324,0.0568252,0.00382524,0.00382524
49,87.0565,1.53189,2.61175,0.98895,0.00512,0.5,0.02088,0.0123,1.50791,3.77681,0.96324,0.0558876,0.00388762,0.00388762
50,88.409,1.60861,2.28484,1.08553,0.00843,0.83333,0.2593,0.18877,1.47255,3.5154,0.97913,0.0549492,0.0039492,0.0039492
51,89.6831,2.25458,2.42196,1.16814,0.00843,0.83333,0.2593,0.18877,1.47255,3.5154,0.97913,0.05401,0.00401,0.00401
52,90.9746,1.59266,2.53349,1.09945,0.00843,0.83333,0.2593,0.18877,1.47255,3.5154,0.97913,0.05307,0.00407,0.00407
53,92.3459,1.43454,2.59708,1.0282,0.00843,0.83333,0.2593,0.18877,1.47255,3.5154,0.97913,0.0521292,0.00412922,0.00412922
54,93.7704,1.28762,2.00346,0.87292,0.00843,0.83333,0.2593,0.18877,1.47255,3.5154,0.97913,0.0511876,0.00418764,0.00418764
55,95.0996,1.1803,2.24769,0.9224,0.00851,0.83333,0.37138,0.24916,1.4467,3.42793,0.9831,0.0502453,0.00424526,0.00424526
56,96.3374,1.74545,1.8357,0.9078,0.00851,0.83333,0.37138,0.24916,1.4467,3.42793,0.9831,0.0493021,0.0043021,0.0043021
57,97.6923,2.19828,2.41714,1.09616,0.00851,0.83333,0.37138,0.24916,1.4467,3.42793,0.9831,0.0483581,0.00435814,0.00435814
58,98.9774,1.38751,4.18601,1.04529,0.00851,0.83333,0.37138,0.24916,1.4467,3.42793,0.9831,0.0474134,0.0044134,0.0044134
59,100.257,1.92668,4.85175,1.41924,0.00851,0.83333,0.37138,0.24916,1.4467,3.42793,0.9831,0.0464679,0.00446786,0.00446786
60,101.671,1.59112,2.15178,0.93916,0.01005,1,0.56084,0.33341,1.46278,3.26133,0.96347,0.0455215,0.00452152,0.00452152
61,103.076,1.60388,1.80678,0.905,0.01005,1,0.56084,0.33341,1.46278,3.26133,0.96347,0.0445744,0.0045744,0.0045744
62,104.717,1.37262,1.80588,1.01878,0.01005,1,0.56084,0.33341,1.46278,3.26133,0.96347,0.0436265,0.00462648,0.00462648
63,108.11,1.84065,2.07305,0.92365,0.01005,1,0.56084,0.33341,1.46278,3.26133,0.96347,0.0426778,0.00467778,0.00467778
64,110.252,1.56733,2.18001,1.1758,0.01005,1,0.56084,0.33341,1.46278,3.26133,0.96347,0.0417283,0.00472828,0.00472828
65,111.704,1.55691,1.98796,1.02171,0.01002,1,0.73389,0.486,1.40342,2.8775,0.98296,0.040778,0.00477798,0.00477798
66,113,2.03726,2.56865,1.05154,0.01002,1,0.73389,0.486,1.40342,2.8775,0.98296,0.0398269,0.0048269,0.0048269
67,114.326,1.74111,2.25019,1.19214,0.01002,1,0.73389,0.486,1.40342,2.8775,0.98296,0.038875,0.00487502,0.00487502
68,115.681,1.51905,1.76043,0.98132,0.01002,1,0.73389,0.486,1.40342,2.8775,0.98296,0.0379224,0.00492236,0.00492236
69,117.074,1.70905,2.33647,1.02685,0.01002,1,0.73389,0.486,1.40342,2.8775,0.98296,0.0369689,0.0049689,0.0049689
70,118.382,2.62534,4.89144,1.2655,0.01002,1,0.73389,0.486,1.40342,2.8775,0.98296,0.0360146,0.00501464,0.00501464
71,119.77,1.44819,2.29359,1.03001,0.01001,1,0.95375,0.66056,1.2103,2.87812,0.99634,0.0350596,0.0050596,0.0050596
72,121.106,1.33165,3.9011,1.09014,0.01001,1,0.95375,0.66056,1.2103,2.87812,0.99634,0.0341038,0.00510376,0.00510376
73,122.598,1.4184,1.62654,0.94914,0.01001,1,0.95375,0.66056,1.2103,2.87812,0.99634,0.0331471,0.00514714,0.00514714
74,123.92,1.31397,4.21279,1.20204,0.01001,1,0.95375,0.66056,1.2103,2.87812,0.99634,0.0321897,0.00518972,0.00518972
75,125.219,1.56442,1.93962,1.01698,0.01001,1,0.95375,0.66056,1.2103,2.87812,0.99634,0.0312315,0.0052315,0.0052315
76,126.585,1.44787,1.84982,1.06913,0.01001,1,0.95375,0.66056,1.2103,2.87812,0.99634,0.0302725,0.0052725,0.0052725
77,127.925,1.25962,2.14811,0.87351,1,0.29066,0.995,0.5872,1.40277,2.58692,1.03971,0.0293127,0.0053127,0.0053127
78,129.14,1.61371,1.93026,1.02394,1,0.29066,0.995,0.5872,1.40277,2.58692,1.03971,0.0283521,0.00535212,0.00535212
79,130.389,1.25292,1.92921,0.97728,1,0.29066,0.995,0.5872,1.40277,2.58692,1.03971,0.0273907,0.00539074,0.00539074
80,131.795,0.85627,2.14025,1.04051,1,0.29066,0.995,0.5872,1.40277,2.58692,1.03971,0.0264286,0.00542856,0.00542856
81,133.156,1.35343,1.65019,0.99253,1,0.29066,0.995,0.5872,1.40277,2.58692,1.03971,0.0254656,0.0054656,0.0054656
82,134.421,1.07958,1.42587,0.8343,1,0.29066,0.995,0.5872,1.40277,2.58692,1.03971,0.0245018,0.00550184,0.00550184
83,136.108,1.58803,1.93415,0.97434,1,0.29066,0.995,0.5872,1.40277,2.58692,1.03971,0.0235373,0.0055373,0.0055373
84,137.535,1.66291,1.87397,1.07139,0.95485,0.51928,0.95375,0.61004,1.33406,2.38637,0.98552,0.022572,0.00557196,0.00557196
85,138.936,1.65083,1.94712,1.09419,0.95485,0.51928,0.95375,0.61004,1.33406,2.38637,0.98552,0.0216058,0.00560582,0.00560582
86,140.296,1.47114,2.13482,1.02317,0.95485,0.51928,0.95375,0.61004,1.33406,2.38637,0.98552,0.0206389,0.0056389,0.0056389
87,141.551,2.14338,2.12524,0.88205,0.95485,0.51928,0.95375,0.61004,1.33406,2.38637,0.98552,0.0196712,0.00567118,0.00567118
88,143.01,1.56595,1.73201,1.03578,0.95485,0.51928,0.95375,0.61004,1.33406,2.38637,0.98552,0.0187027,0.00570268,0.00570268
89,144.541,1.605,1.64132,0.83598,0.95485,0.51928,0.95375,0.61004,1.33406,2.38637,0.98552,0.0177334,0.00573338,0.00573338
90,146.107,1.82027,2.5693,1.05314,0.95485,0.51928,0.95375,0.61004,1.33406,2.38637,0.98552,0.0167633,0.00576328,0.00576328
91,147.578,1.55183,1.85555,0.98357,1,0.77654,0.995,0.67021,1.24902,2.02912,0.95627,0.0157924,0.0057924,0.0057924
92,148.971,1.29645,1.72823,0.92428,1,0.77654,0.995,0.67021,1.24902,2.02912,0.95627,0.0148207,0.00582072,0.00582072
93,150.379,1.43281,1.66466,1.04871,1,0.77654,0.995,0.67021,1.24902,2.02912,0.95627,0.0138483,0.00584826,0.00584826
94,151.645,1.55791,2.61264,0.9611,1,0.77654,0.995,0.67021,1.24902,2.02912,0.95627,0.012875,0.005875,0.005875
95,152.892,0.95722,1.222,0.96639,1,0.77654,0.995,0.67021,1.24902,2.02912,0.95627,0.0119009,0.00590094,0.00590094
96,154.202,1.97744,1.89101,1.09593,1,0.77654,0.995,0.67021,1.24902,2.02912,0.95627,0.0109261,0.0059261,0.0059261
97,155.75,1.5811,1.74967,0.92208,1,0.77654,0.995,0.67021,1.24902,2.02912,0.95627,0.00995046,0.00595046,0.00595046
98,157,2.24072,1.80427,1.02814,1,0.77654,0.995,0.67021,1.24902,2.02912,0.95627,0.00897404,0.00597404,0.00597404
99,158.389,1.65208,2.10521,0.97941,0.99126,0.95964,0.995,0.73286,1.1701,1.75004,0.97108,0.00799682,0.00599682,0.00599682
100,160.394,1.62116,2.12444,0.99614,0.99126,0.95964,0.995,0.73286,1.1701,1.75004,0.97108,0.0070188,0.0060188,0.0060188
101,161.937,1.42537,1.54218,0.92736,0.99126,0.95964,0.995,0.73286,1.1701,1.75004,0.97108,0.00604,0.00604,0.00604
102,163.396,1.18775,1.54108,0.85373,0.99126,0.95964,0.995,0.73286,1.1701,1.75004,0.97108,0.0060004,0.0060004,0.0060004
103,164.789,2.16333,2.14307,1.17732,0.99126,0.95964,0.995,0.73286,1.1701,1.75004,0.97108,0.0059608,0.0059608,0.0059608
104,166.418,1.23861,1.61446,0.92584,0.99126,0.95964,0.995,0.73286,1.1701,1.75004,0.97108,0.0059212,0.0059212,0.0059212
105,168.107,1.494,1.75049,0.95669,0.99126,0.95964,0.995,0.73286,1.1701,1.75004,0.97108,0.0058816,0.0058816,0.0058816
106,169.524,1.39229,1.8337,1.08402,0.99126,0.95964,0.995,0.73286,1.1701,1.75004,0.97108,0.005842,0.005842,0.005842
107,172.649,2.781,6.57746,1.24619,0.85502,1,0.95375,0.68109,1.22879,1.67075,0.96734,0.0058024,0.0058024,0.0058024
